DIVISAO,GRUPO,CLASSE,SUBCLASSE,FULL,ADA_002_DIVISAO,ADA_002_GRUPO,ADA_002_CLASSE,ADA_002_SUBCLASSE,ADA_002_FULL,3_SMALL_DIVISAO,3_SMALL_GRUPO,3_SMALL_CLASSE,3_SMALL_SUBCLASSE,3_SMALL_FULL
33,33.1,33.14-7,3314-7/02,3314-7/02,5.0,6.0,8.0,298.0,244.0,6.0,2.0,10.0,209.0,
33,33.1,33.14-7,3314-7/03,3314-7/03,5.0,6.0,8.0,311.0,244.0,6.0,2.0,10.0,209.0,
33,33.1,33.14-7,3314-7/04,3314-7/04,5.0,6.0,8.0,311.0,282.0,6.0,2.0,10.0,210.0,
33,33.1,33.14-7,3314-7/05,3314-7/05,5.0,6.0,8.0,311.0,269.0,6.0,2.0,10.0,210.0,298.0
33,33.1,33.14-7,3314-7/06,3314-7/06,5.0,6.0,8.0,,282.0,6.0,2.0,10.0,210.0,297.0
33,33.1,33.14-7,3314-7/07,3314-7/07,5.0,6.0,8.0,,244.0,6.0,2.0,10.0,,297.0
33,33.1,33.14-7,3314-7/08,3314-7/08,5.0,6.0,8.0,310.0,283.0,6.0,2.0,10.0,204.0,298.0
33,33.1,33.14-7,3314-7/09,3314-7/09,5.0,6.0,8.0,,269.0,6.0,2.0,10.0,173.0,298.0
33,33.1,33.14-7,3314-7/10,3314-7/10,5.0,6.0,8.0,101.0,269.0,6.0,2.0,10.0,173.0,298.0
33,33.1,33.14-7,3314-7/11,3314-7/11,5.0,6.0,8.0,312.0,283.0,6.0,2.0,10.0,205.0,
33,33.1,33.14-7,3314-7/12,3314-7/12,5.0,6.0,8.0,304.0,283.0,6.0,2.0,10.0,204.0,236.0
33,33.1,33.14-7,3314-7/13,3314-7/13,5.0,6.0,8.0,312.0,283.0,6.0,2.0,10.0,205.0,236.0
33,33.1,33.14-7,3314-7/14,3314-7/14,5.0,6.0,8.0,298.0,228.0,6.0,2.0,10.0,154.0,236.0
33,33.1,33.14-7,3314-7/15,3314-7/15,5.0,6.0,8.0,298.0,283.0,6.0,2.0,10.0,154.0,236.0
33,33.1,33.14-7,3314-7/16,3314-7/16,5.0,6.0,8.0,298.0,283.0,6.0,2.0,10.0,182.0,
33,33.1,33.14-7,3314-7/17,3314-7/17,5.0,6.0,8.0,298.0,283.0,6.0,2.0,10.0,182.0,236.0
33,33.1,33.14-7,3314-7/18,3314-7/18,5.0,6.0,8.0,298.0,,6.0,2.0,10.0,154.0,298.0
33,33.1,33.14-7,3314-7/19,3314-7/19,5.0,6.0,8.0,301.0,283.0,6.0,2.0,10.0,155.0,294.0
33,33.1,33.14-7,3314-7/20,3314-7/20,5.0,6.0,8.0,301.0,,6.0,2.0,10.0,155.0,
33,33.1,33.14-7,3314-7/21,3314-7/21,5.0,6.0,8.0,301.0,283.0,6.0,2.0,10.0,155.0,294.0
33,33.1,33.14-7,3314-7/22,3314-7/22,5.0,6.0,8.0,301.0,283.0,6.0,2.0,10.0,155.0,294.0
33,33.1,33.14-7,3314-7/99,3314-7/99,5.0,6.0,8.0,101.0,174.0,6.0,2.0,10.0,173.0,173.0
33,33.1,33.15-5,3315-5/00,3315-5/00,5.0,6.0,8.0,296.0,,6.0,2.0,10.0,,251.0
33,33.1,33.16-3,3316-3/01,3316-3/01,5.0,6.0,8.0,,174.0,6.0,2.0,10.0,,251.0
33,33.1,33.16-3,3316-3/02,3316-3/02,5.0,6.0,8.0,,174.0,6.0,2.0,10.0,,251.0
33,33.1,33.17-1,3317-1/01,3317-1/01,5.0,6.0,8.0,93.0,107.0,6.0,2.0,10.0,131.0,108.0
33,33.1,33.17-1,3317-1/02,3317-1/02,5.0,6.0,8.0,93.0,107.0,6.0,2.0,10.0,131.0,108.0
33,33.1,33.19-8,3319-8/00,3319-8/00,5.0,6.0,140.0,102.0,,6.0,2.0,10.0,173.0,276.0
33,33.2,33.21-0,3321-0/00,3321-0/00,5.0,,,297.0,,6.0,2.0,72.0,139.0,173.0
33,33.2,33.29-5,3329-5/01,3329-5/01,5.0,,140.0,134.0,153.0,6.0,2.0,,51.0,173.0
33,33.2,33.29-5,3329-5/99,3329-5/99,5.0,,140.0,98.0,153.0,6.0,2.0,,139.0,173.0
35,35.1,35.11-5,3511-5/01,3511-5/01,8.0,54.0,103.0,176.0,129.0,,,73.0,200.0,92.0
35,35.1,35.11-5,3511-5/02,3511-5/02,8.0,54.0,103.0,176.0,129.0,,,73.0,200.0,92.0
35,35.1,35.12-3,3512-3/00,3512-3/00,8.0,54.0,103.0,176.0,129.0,,,73.0,200.0,92.0
35,35.1,35.13-1,3513-1/00,3513-1/00,8.0,54.0,75.0,,129.0,,,,100.0,92.0
35,35.1,35.14-0,3514-0/00,3514-0/00,8.0,54.0,103.0,176.0,129.0,,,73.0,200.0,92.0
35,35.2,35.20-4,3520-4/01,3520-4/01,8.0,,5.0,,129.0,,9.0,,11.0,92.0
35,35.2,35.20-4,3520-4/02,3520-4/02,8.0,,5.0,176.0,129.0,,9.0,,200.0,92.0
35,35.3,35.30-1,3530-1/00,3530-1/00,8.0,54.0,96.0,297.0,129.0,,9.0,72.0,,92.0
36,36.0,36.00-6,3600-6/01,3600-6/01,8.0,54.0,,176.0,130.0,7.0,9.0,45.0,203.0,129.0
36,36.0,36.00-6,3600-6/02,3600-6/02,8.0,54.0,,176.0,130.0,7.0,9.0,45.0,203.0,129.0
37,37.0,37.01-1,3701-1/00,3701-1/00,17.0,65.0,12.0,69.0,105.0,18.0,,45.0,262.0,109.0
37,37.0,37.02-9,3702-9/00,3702-9/00,17.0,65.0,12.0,69.0,105.0,18.0,,45.0,262.0,109.0
38,38.1,38.11-4,3811-4/00,3811-4/00,8.0,0.0,13.0,14.0,2.0,7.0,10.0,27.0,0.0,153.0
38,38.1,38.12-2,3812-2/00,3812-2/00,8.0,0.0,13.0,14.0,2.0,7.0,10.0,27.0,0.0,
38,38.2,38.21-1,3821-1/00,3821-1/00,8.0,0.0,14.0,15.0,2.0,7.0,10.0,32.0,0.0,74.0
38,38.2,38.22-0,3822-0/00,3822-0/00,8.0,0.0,14.0,15.0,2.0,7.0,10.0,32.0,0.0,
38,38.3,38.31-9,3831-9/01,3831-9/01,8.0,0.0,7.0,188.0,2.0,7.0,10.0,17.0,9.0,154.0
38,38.3,38.31-9,3831-9/99,3831-9/99,8.0,0.0,7.0,188.0,2.0,7.0,10.0,17.0,9.0,153.0
38,38.3,38.32-7,3832-7/00,3832-7/00,8.0,0.0,7.0,188.0,2.0,7.0,10.0,17.0,10.0,154.0
38,38.3,38.39-4,3839-4/01,3839-4/01,8.0,0.0,7.0,,2.0,7.0,10.0,17.0,0.0,
38,38.3,38.39-4,3839-4/99,3839-4/99,8.0,0.0,7.0,,2.0,7.0,10.0,17.0,10.0,154.0
39,39.0,39.00-5,3900-5/00,3900-5/00,8.0,0.0,14.0,15.0,2.0,6.0,10.0,33.0,0.0,74.0
41,41.1,41.10-7,4110-7/00,4110-7/00,11.0,36.0,,148.0,,10.0,67.0,78.0,151.0,114.0
41,41.2,41.20-4,4120-4/00,4120-4/00,11.0,2.0,135.0,83.0,,10.0,7.0,51.0,,174.0
42,42.1,42.11-1,4211-1/01,4211-1/01,11.0,2.0,,84.0,85.0,10.0,7.0,50.0,,195.0
42,42.1,42.11-1,4211-1/02,4211-1/02,11.0,2.0,,64.0,85.0,10.0,7.0,50.0,145.0,195.0
42,42.1,42.12-0,4212-0/00,4212-0/00,11.0,2.0,135.0,83.0,85.0,10.0,7.0,,220.0,196.0
42,42.1,42.13-8,4213-8/00,4213-8/00,11.0,2.0,135.0,89.0,85.0,10.0,7.0,51.0,248.0,
42,42.2,42.21-9,4221-9/01,4221-9/01,11.0,2.0,103.0,175.0,105.0,10.0,7.0,73.0,200.0,130.0
42,42.2,42.21-9,4221-9/02,4221-9/02,11.0,2.0,103.0,175.0,105.0,10.0,7.0,73.0,200.0,130.0
42,42.2,42.21-9,4221-9/03,4221-9/03,11.0,2.0,103.0,176.0,105.0,10.0,7.0,73.0,200.0,130.0
42,42.2,42.21-9,4221-9/04,4221-9/04,11.0,2.0,103.0,84.0,105.0,10.0,7.0,73.0,199.0,130.0
42,42.2,42.21-9,4221-9/05,4221-9/05,11.0,2.0,103.0,84.0,105.0,10.0,7.0,73.0,199.0,130.0
42,42.2,42.22-7,4222-7/01,4222-7/01,11.0,2.0,11.0,69.0,105.0,10.0,7.0,50.0,263.0,130.0
42,42.2,42.22-7,4222-7/02,4222-7/02,11.0,2.0,11.0,89.0,105.0,10.0,7.0,50.0,248.0,130.0
42,42.2,42.23-5,4223-5/00,4223-5/00,11.0,2.0,11.0,69.0,105.0,10.0,7.0,50.0,263.0,130.0
42,42.9,42.91-0,4291-0/00,4291-0/00,11.0,2.0,23.0,103.0,,10.0,7.0,50.0,190.0,195.0
42,42.9,42.92-8,4292-8/01,4292-8/01,11.0,2.0,61.0,245.0,154.0,10.0,7.0,128.0,156.0,132.0
42,42.9,42.92-8,4292-8/02,4292-8/02,11.0,2.0,61.0,245.0,154.0,10.0,7.0,128.0,51.0,132.0
42,42.9,42.99-5,4299-5/01,4299-5/01,11.0,2.0,24.0,,154.0,10.0,7.0,28.0,,
42,42.9,42.99-5,4299-5/99,4299-5/99,11.0,2.0,24.0,230.0,132.0,10.0,7.0,28.0,148.0,196.0
43,43.1,43.11-8,4311-8/01,4311-8/01,11.0,2.0,135.0,83.0,86.0,11.0,10.0,51.0,,174.0
43,43.1,43.11-8,4311-8/02,4311-8/02,11.0,2.0,135.0,36.0,86.0,11.0,10.0,51.0,176.0,175.0
43,43.1,43.12-6,4312-6/00,4312-6/00,11.0,2.0,135.0,77.0,86.0,11.0,10.0,41.0,203.0,174.0
43,43.1,43.13-4,4313-4/00,4313-4/00,11.0,2.0,135.0,89.0,86.0,11.0,10.0,51.0,248.0,174.0
43,43.1,43.19-3,4319-3/00,4319-3/00,11.0,2.0,24.0,230.0,86.0,11.0,10.0,28.0,165.0,175.0
43,43.2,43.21-5,4321-5/00,4321-5/00,11.0,2.0,103.0,,131.0,11.0,7.0,72.0,139.0,111.0
43,43.2,43.22-3,4322-3/01,4322-3/01,11.0,2.0,96.0,164.0,131.0,11.0,7.0,72.0,139.0,111.0
43,43.2,43.22-3,4322-3/02,4322-3/02,11.0,2.0,96.0,297.0,131.0,11.0,7.0,72.0,139.0,111.0
43,43.2,43.22-3,4322-3/03,4322-3/03,11.0,2.0,96.0,146.0,131.0,11.0,7.0,72.0,139.0,111.0
43,43.2,43.29-1,4329-1/01,4329-1/01,11.0,2.0,24.0,,154.0,11.0,7.0,28.0,,111.0
43,43.2,43.29-1,4329-1/02,4329-1/02,11.0,2.0,24.0,,154.0,11.0,7.0,28.0,190.0,111.0
43,43.2,43.29-1,4329-1/03,4329-1/03,11.0,2.0,24.0,310.0,153.0,11.0,7.0,28.0,146.0,111.0
43,43.2,43.29-1,4329-1/04,4329-1/04,11.0,2.0,24.0,64.0,154.0,11.0,7.0,28.0,145.0,111.0
43,43.2,43.29-1,4329-1/05,4329-1/05,11.0,2.0,24.0,79.0,154.0,11.0,7.0,28.0,63.0,111.0
43,43.2,43.29-1,4329-1/99,4329-1/99,11.0,2.0,24.0,230.0,154.0,11.0,7.0,28.0,148.0,111.0
43,43.3,43.30-4,4330-4/01,4330-4/01,11.0,39.0,135.0,77.0,155.0,11.0,8.0,51.0,,110.0
43,43.3,43.30-4,4330-4/02,4330-4/02,11.0,39.0,135.0,134.0,155.0,11.0,8.0,51.0,51.0,110.0
43,43.3,43.30-4,4330-4/03,4330-4/03,11.0,39.0,135.0,90.0,155.0,11.0,8.0,51.0,220.0,110.0
43,43.3,43.30-4,4330-4/04,4330-4/04,11.0,39.0,135.0,,155.0,11.0,8.0,51.0,,110.0
43,43.3,43.30-4,4330-4/05,4330-4/05,11.0,39.0,135.0,,155.0,11.0,8.0,51.0,64.0,110.0
43,43.3,43.30-4,4330-4/99,4330-4/99,11.0,39.0,135.0,90.0,155.0,11.0,8.0,51.0,,110.0
43,43.9,43.91-6,4391-6/00,4391-6/00,11.0,2.0,135.0,89.0,155.0,11.0,7.0,51.0,248.0,174.0
43,43.9,43.99-1,4399-1/01,4399-1/01,11.0,2.0,24.0,55.0,156.0,11.0,7.0,28.0,141.0,155.0
43,43.9,43.99-1,4399-1/02,4399-1/02,11.0,2.0,24.0,66.0,154.0,11.0,7.0,28.0,,155.0
43,43.9,43.99-1,4399-1/03,4399-1/03,11.0,2.0,24.0,90.0,155.0,11.0,7.0,28.0,248.0,155.0
43,43.9,43.99-1,4399-1/04,4399-1/04,11.0,2.0,24.0,,132.0,11.0,7.0,28.0,,155.0
43,43.9,43.99-1,4399-1/05,4399-1/05,11.0,2.0,24.0,,156.0,11.0,7.0,28.0,203.0,131.0
43,43.9,43.99-1,4399-1/99,4399-1/99,11.0,2.0,24.0,230.0,156.0,11.0,7.0,28.0,165.0,131.0
45,45.1,45.11-1,4511-1/01,4511-1/01,20.0,32.0,2.0,28.0,74.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.11-1,4511-1/02,4511-1/02,20.0,32.0,2.0,,75.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.11-1,4511-1/03,4511-1/03,20.0,32.0,2.0,28.0,74.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.11-1,4511-1/04,4511-1/04,20.0,32.0,2.0,28.0,60.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.11-1,4511-1/05,4511-1/05,20.0,32.0,2.0,28.0,60.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.11-1,4511-1/06,4511-1/06,20.0,32.0,2.0,28.0,75.0,4.0,3.0,1.0,19.0,84.0
45,45.1,45.12-9,4512-9/01,4512-9/01,20.0,32.0,42.0,7.0,75.0,4.0,3.0,0.0,6.0,
45,45.1,45.12-9,4512-9/02,4512-9/02,20.0,32.0,42.0,27.0,53.0,4.0,3.0,0.0,14.0,
45,45.2,45.20-0,4520-0/01,4520-0/01,20.0,15.0,8.0,282.0,42.0,4.0,3.0,10.0,136.0,47.0
45,45.2,45.20-0,4520-0/02,4520-0/02,20.0,15.0,8.0,,43.0,4.0,3.0,10.0,137.0,48.0
45,45.2,45.20-0,4520-0/03,4520-0/03,20.0,15.0,8.0,282.0,37.0,4.0,3.0,10.0,136.0,47.0
45,45.2,45.20-0,4520-0/04,4520-0/04,20.0,15.0,8.0,283.0,42.0,4.0,3.0,10.0,137.0,48.0
45,45.2,45.20-0,4520-0/05,4520-0/05,20.0,15.0,8.0,283.0,43.0,4.0,3.0,10.0,137.0,
45,45.2,45.20-0,4520-0/06,4520-0/06,20.0,15.0,8.0,283.0,43.0,4.0,3.0,10.0,137.0,
45,45.2,45.20-0,4520-0/07,4520-0/07,20.0,15.0,8.0,282.0,,4.0,3.0,10.0,,
45,45.2,45.20-0,4520-0/08,4520-0/08,20.0,15.0,8.0,129.0,37.0,4.0,3.0,10.0,137.0,48.0
45,45.3,45.30-7,4530-7/01,4530-7/01,20.0,32.0,2.0,28.0,53.0,4.0,3.0,1.0,19.0,85.0
45,45.3,45.30-7,4530-7/02,4530-7/02,20.0,32.0,2.0,4.0,54.0,4.0,3.0,1.0,43.0,63.0
45,45.3,45.30-7,4530-7/03,4530-7/03,20.0,32.0,2.0,12.0,53.0,4.0,3.0,1.0,19.0,85.0
45,45.3,45.30-7,4530-7/04,4530-7/04,20.0,32.0,2.0,12.0,55.0,4.0,3.0,1.0,19.0,85.0
45,45.3,45.30-7,4530-7/05,4530-7/05,20.0,32.0,2.0,4.0,55.0,4.0,3.0,1.0,43.0,63.0
45,45.3,45.30-7,4530-7/06,4530-7/06,20.0,32.0,2.0,3.0,54.0,4.0,3.0,1.0,14.0,
45,45.4,45.41-2,4541-2/01,4541-2/01,20.0,15.0,2.0,27.0,44.0,4.0,3.0,1.0,41.0,86.0
45,45.4,45.41-2,4541-2/02,4541-2/02,20.0,15.0,2.0,6.0,44.0,4.0,3.0,1.0,,87.0
45,45.4,45.41-2,4541-2/03,4541-2/03,20.0,15.0,2.0,5.0,44.0,4.0,3.0,1.0,,86.0
45,45.4,45.41-2,4541-2/04,4541-2/04,20.0,15.0,2.0,6.0,44.0,4.0,3.0,1.0,41.0,86.0
45,45.4,45.41-2,4541-2/06,4541-2/06,20.0,15.0,2.0,5.0,55.0,4.0,3.0,1.0,42.0,87.0
45,45.4,45.41-2,4541-2/07,4541-2/07,20.0,15.0,2.0,6.0,44.0,4.0,3.0,1.0,42.0,
45,45.4,45.42-1,4542-1/01,4542-1/01,20.0,15.0,42.0,3.0,,4.0,3.0,0.0,,64.0
45,45.4,45.42-1,4542-1/02,4542-1/02,20.0,15.0,42.0,,44.0,4.0,3.0,0.0,,64.0
45,45.4,45.43-9,4543-9/00,4543-9/00,20.0,15.0,8.0,296.0,,4.0,3.0,10.0,204.0,87.0
46,46.1,46.11-7,4611-7/00,4611-7/00,20.0,32.0,43.0,30.0,97.0,4.0,3.0,0.0,6.0,49.0
46,46.1,46.12-5,4612-5/00,4612-5/00,20.0,32.0,43.0,,97.0,4.0,3.0,0.0,6.0,
46,46.1,46.13-3,4613-3/00,4613-3/00,20.0,32.0,43.0,30.0,97.0,4.0,3.0,0.0,6.0,49.0
46,46.1,46.14-1,4614-1/00,4614-1/00,20.0,32.0,42.0,7.0,,4.0,3.0,0.0,6.0,49.0
46,46.1,46.15-0,4615-0/00,4615-0/00,20.0,32.0,43.0,,97.0,4.0,3.0,0.0,6.0,49.0
46,46.1,46.16-8,4616-8/00,4616-8/00,20.0,32.0,,13.0,97.0,4.0,3.0,0.0,6.0,50.0
46,46.1,46.17-6,4617-6/00,4617-6/00,20.0,32.0,43.0,29.0,,4.0,3.0,0.0,6.0,49.0
46,46.1,46.18-4,4618-4/01,4618-4/01,20.0,32.0,,29.0,96.0,4.0,3.0,0.0,6.0,49.0
46,46.1,46.18-4,4618-4/02,4618-4/02,20.0,32.0,,,96.0,4.0,3.0,0.0,6.0,49.0
46,46.1,46.18-4,4618-4/03,4618-4/03,20.0,32.0,,13.0,,4.0,3.0,0.0,6.0,49.0
46,46.1,46.18-4,4618-4/99,4618-4/99,20.0,32.0,,54.0,97.0,4.0,3.0,0.0,6.0,50.0
46,46.1,46.19-2,4619-2/00,4619-2/00,20.0,32.0,,,97.0,4.0,3.0,0.0,6.0,49.0
46,46.2,46.21-4,4621-4/00,4621-4/00,20.0,,37.0,169.0,,4.0,3.0,,122.0,99.0
46,46.2,46.22-2,4622-2/00,4622-2/00,20.0,,37.0,169.0,279.0,4.0,3.0,38.0,,164.0
46,46.2,46.23-1,4623-1/01,4623-1/01,20.0,,44.0,47.0,280.0,4.0,3.0,38.0,108.0,186.0
46,46.2,46.23-1,4623-1/02,4623-1/02,20.0,,44.0,47.0,280.0,4.0,3.0,38.0,,139.0
46,46.2,46.23-1,4623-1/03,4623-1/03,20.0,,44.0,108.0,280.0,4.0,3.0,38.0,101.0,186.0
46,46.2,46.23-1,4623-1/04,4623-1/04,20.0,,44.0,60.0,,4.0,3.0,38.0,102.0,
46,46.2,46.23-1,4623-1/05,4623-1/05,20.0,,44.0,169.0,279.0,4.0,3.0,38.0,122.0,164.0
46,46.2,46.23-1,4623-1/06,4623-1/06,20.0,,44.0,159.0,280.0,4.0,3.0,38.0,75.0,187.0
46,46.2,46.23-1,4623-1/07,4623-1/07,20.0,,44.0,108.0,280.0,4.0,3.0,38.0,101.0,187.0
46,46.2,46.23-1,4623-1/08,4623-1/08,20.0,,44.0,115.0,279.0,4.0,3.0,38.0,110.0,99.0
46,46.2,46.23-1,4623-1/09,4623-1/09,20.0,,44.0,47.0,279.0,4.0,3.0,38.0,,139.0
46,46.2,46.23-1,4623-1/99,4623-1/99,20.0,,44.0,54.0,279.0,4.0,3.0,38.0,31.0,164.0
46,46.3,46.31-1,4631-1/00,4631-1/00,20.0,41.0,37.0,,281.0,4.0,3.0,38.0,,188.0
46,46.3,46.32-0,4632-0/01,4632-0/01,20.0,41.0,37.0,170.0,281.0,4.0,3.0,38.0,124.0,45.0
46,46.3,46.32-0,4632-0/02,4632-0/02,20.0,41.0,37.0,170.0,281.0,4.0,3.0,38.0,123.0,45.0
46,46.3,46.32-0,4632-0/03,4632-0/03,20.0,41.0,37.0,115.0,281.0,4.0,3.0,38.0,110.0,45.0
46,46.3,46.33-8,4633-8/01,4633-8/01,20.0,41.0,37.0,159.0,,4.0,3.0,38.0,111.0,
46,46.3,46.33-8,4633-8/02,4633-8/02,20.0,41.0,37.0,47.0,267.0,4.0,3.0,38.0,109.0,117.0
46,46.3,46.33-8,4633-8/03,4633-8/03,20.0,41.0,37.0,47.0,267.0,4.0,3.0,38.0,108.0,117.0
46,46.3,46.34-6,4634-6/01,4634-6/01,20.0,41.0,37.0,47.0,267.0,4.0,3.0,38.0,,100.0
46,46.3,46.34-6,4634-6/02,4634-6/02,20.0,41.0,37.0,47.0,267.0,4.0,3.0,38.0,109.0,117.0
46,46.3,46.34-6,4634-6/03,4634-6/03,20.0,41.0,37.0,,268.0,4.0,3.0,38.0,111.0,100.0
46,46.3,46.34-6,4634-6/99,4634-6/99,20.0,41.0,37.0,47.0,267.0,4.0,3.0,38.0,,100.0
46,46.3,46.35-4,4635-4/01,4635-4/01,20.0,41.0,37.0,95.0,296.0,4.0,3.0,37.0,67.0,118.0
46,46.3,46.35-4,4635-4/02,4635-4/02,20.0,41.0,37.0,,296.0,4.0,3.0,37.0,,118.0
46,46.3,46.35-4,4635-4/03,4635-4/03,20.0,41.0,37.0,115.0,296.0,4.0,3.0,37.0,110.0,118.0
46,46.3,46.35-4,4635-4/99,4635-4/99,20.0,41.0,37.0,54.0,296.0,4.0,3.0,37.0,31.0,118.0
46,46.3,46.36-2,4636-2/01,4636-2/01,20.0,41.0,37.0,60.0,195.0,4.0,3.0,37.0,102.0,140.0
46,46.3,46.36-2,4636-2/02,4636-2/02,20.0,41.0,37.0,32.0,195.0,4.0,3.0,37.0,102.0,140.0
46,46.3,46.37-1,4637-1/01,4637-1/01,20.0,41.0,30.0,,281.0,4.0,3.0,24.0,124.0,45.0
46,46.3,46.37-1,4637-1/02,4637-1/02,20.0,41.0,30.0,169.0,300.0,4.0,3.0,24.0,122.0,165.0
46,46.3,46.37-1,4637-1/03,4637-1/03,20.0,41.0,30.0,95.0,288.0,4.0,3.0,24.0,,
46,46.3,46.37-1,4637-1/04,4637-1/04,20.0,41.0,30.0,100.0,300.0,4.0,3.0,24.0,123.0,165.0
46,46.3,46.37-1,4637-1/05,4637-1/05,20.0,41.0,30.0,,297.0,4.0,3.0,24.0,,165.0
46,46.3,46.37-1,4637-1/06,4637-1/06,20.0,41.0,30.0,169.0,300.0,4.0,3.0,24.0,118.0,
46,46.3,46.37-1,4637-1/07,4637-1/07,20.0,41.0,30.0,,301.0,4.0,3.0,24.0,,165.0
46,46.3,46.37-1,4637-1/99,4637-1/99,20.0,41.0,30.0,54.0,288.0,4.0,3.0,24.0,31.0,188.0
46,46.3,46.39-7,4639-7/01,4639-7/01,20.0,41.0,45.0,100.0,297.0,4.0,3.0,38.0,,189.0
46,46.3,46.39-7,4639-7/02,4639-7/02,20.0,41.0,45.0,115.0,281.0,4.0,3.0,38.0,110.0,189.0
46,46.4,46.41-9,4641-9/01,4641-9/01,20.0,41.0,65.0,116.0,,4.0,3.0,30.0,103.0,58.0
46,46.4,46.41-9,4641-9/02,4641-9/02,20.0,41.0,65.0,185.0,,4.0,3.0,30.0,185.0,80.0
46,46.4,46.41-9,4641-9/03,4641-9/03,20.0,41.0,65.0,,265.0,4.0,3.0,30.0,185.0,58.0
46,46.4,46.42-7,4642-7/01,4642-7/01,20.0,41.0,65.0,96.0,265.0,4.0,3.0,30.0,126.0,78.0
46,46.4,46.42-7,4642-7/02,4642-7/02,20.0,41.0,65.0,96.0,265.0,4.0,3.0,30.0,,78.0
46,46.4,46.43-5,4643-5/01,4643-5/01,20.0,41.0,93.0,116.0,266.0,4.0,3.0,58.0,103.0,79.0
46,46.4,46.43-5,4643-5/02,4643-5/02,20.0,41.0,93.0,,266.0,4.0,3.0,58.0,,79.0
46,46.4,46.44-3,4644-3/01,4644-3/01,20.0,41.0,10.0,80.0,183.0,4.0,3.0,13.0,78.0,
46,46.4,46.44-3,4644-3/02,4644-3/02,20.0,41.0,10.0,80.0,183.0,4.0,3.0,13.0,77.0,57.0
46,46.4,46.45-1,4645-1/01,4645-1/01,20.0,41.0,,72.0,101.0,4.0,3.0,,,138.0
46,46.4,46.45-1,4645-1/02,4645-1/02,20.0,41.0,,72.0,101.0,4.0,3.0,,,138.0
46,46.4,46.45-1,4645-1/03,4645-1/03,20.0,41.0,,72.0,101.0,4.0,3.0,,,138.0
46,46.4,46.46-0,4646-0/01,4646-0/01,20.0,41.0,10.0,76.0,194.0,4.0,3.0,13.0,66.0,162.0
46,46.4,46.46-0,4646-0/02,4646-0/02,20.0,41.0,10.0,76.0,194.0,4.0,3.0,13.0,66.0,162.0
46,46.4,46.47-8,4647-8/01,4647-8/01,20.0,41.0,,96.0,243.0,4.0,3.0,30.0,126.0,34.0
46,46.4,46.47-8,4647-8/02,4647-8/02,20.0,41.0,,,243.0,4.0,3.0,30.0,127.0,34.0
46,46.4,46.49-4,4649-4/01,4649-4/01,20.0,41.0,30.0,22.0,241.0,4.0,3.0,,100.0,116.0
46,46.4,46.49-4,4649-4/02,4649-4/02,20.0,41.0,30.0,22.0,241.0,4.0,3.0,,113.0,116.0
46,46.4,46.49-4,4649-4/03,4649-4/03,20.0,41.0,30.0,6.0,242.0,4.0,3.0,,7.0,
46,46.4,46.49-4,4649-4/04,4649-4/04,20.0,41.0,30.0,185.0,242.0,4.0,3.0,,185.0,116.0
46,46.4,46.49-4,4649-4/05,4649-4/05,20.0,41.0,30.0,185.0,242.0,4.0,3.0,,,80.0
46,46.4,46.49-4,4649-4/06,4649-4/06,20.0,41.0,30.0,185.0,242.0,4.0,3.0,,,116.0
46,46.4,46.49-4,4649-4/07,4649-4/07,20.0,41.0,30.0,82.0,,4.0,3.0,,135.0,116.0
46,46.4,46.49-4,4649-4/08,4649-4/08,20.0,41.0,30.0,76.0,194.0,4.0,3.0,,66.0,163.0
46,46.4,46.49-4,4649-4/09,4649-4/09,20.0,41.0,30.0,,194.0,4.0,3.0,,,163.0
46,46.4,46.49-4,4649-4/10,4649-4/10,20.0,41.0,30.0,206.0,,4.0,3.0,,181.0,
46,46.4,46.49-4,4649-4/99,4649-4/99,20.0,41.0,30.0,54.0,242.0,4.0,3.0,,28.0,116.0
46,46.5,46.51-6,4651-6/01,4651-6/01,20.0,33.0,57.0,22.0,222.0,4.0,3.0,22.0,114.0,81.0
46,46.5,46.51-6,4651-6/02,4651-6/02,20.0,33.0,57.0,22.0,222.0,4.0,3.0,22.0,114.0,81.0
46,46.5,46.52-4,4652-4/00,4652-4/00,20.0,33.0,57.0,22.0,222.0,4.0,3.0,22.0,113.0,81.0
46,46.6,46.61-3,4661-3/00,4661-3/00,20.0,33.0,0.0,1.0,251.0,4.0,3.0,2.0,15.0,25.0
46,46.6,46.62-1,4662-1/00,4662-1/00,20.0,33.0,0.0,1.0,251.0,4.0,3.0,2.0,15.0,25.0
46,46.6,46.63-0,4663-0/00,4663-0/00,20.0,33.0,0.0,1.0,251.0,4.0,3.0,2.0,15.0,25.0
46,46.6,46.64-8,4664-8/00,4664-8/00,20.0,33.0,0.0,1.0,,4.0,3.0,2.0,15.0,25.0
46,46.6,46.65-6,4665-6/00,4665-6/00,20.0,33.0,0.0,1.0,252.0,4.0,3.0,2.0,15.0,25.0
46,46.6,46.69-9,4669-9/01,4669-9/01,20.0,33.0,0.0,1.0,,4.0,3.0,2.0,15.0,25.0
