DIVISAO,GRUPO,CLASSE,SUBCLASSE,FULL,ADA_002_DIVISAO,ADA_002_GRUPO,ADA_002_CLASSE,ADA_002_SUBCLASSE,ADA_002_FULL,3_SMALL_DIVISAO,3_SMALL_GRUPO,3_SMALL_CLASSE,3_SMALL_SUBCLASSE,3_SMALL_FULL
46,46.6,46.69-9,4669-9/99,4669-9/99,20.0,33.0,0.0,1.0,252.0,4.0,3.0,2.0,15.0,25.0
46,46.7,46.71-1,4671-1/00,4671-1/00,20.0,37.0,68.0,142.0,149.0,4.0,3.0,30.0,,8.0
46,46.7,46.72-9,4672-9/00,4672-9/00,20.0,37.0,68.0,110.0,149.0,4.0,3.0,30.0,126.0,8.0
46,46.7,46.73-7,4673-7/00,4673-7/00,20.0,37.0,75.0,110.0,149.0,4.0,3.0,22.0,100.0,8.0
46,46.7,46.74-5,4674-5/00,4674-5/00,20.0,37.0,,116.0,149.0,4.0,3.0,,125.0,33.0
46,46.7,46.79-6,4679-6/01,4679-6/01,20.0,37.0,30.0,,150.0,4.0,3.0,6.0,79.0,32.0
46,46.7,46.79-6,4679-6/02,4679-6/02,20.0,37.0,30.0,116.0,149.0,4.0,3.0,6.0,130.0,
46,46.7,46.79-6,4679-6/03,4679-6/03,20.0,37.0,30.0,185.0,150.0,4.0,3.0,6.0,138.0,33.0
46,46.7,46.79-6,4679-6/04,4679-6/04,20.0,37.0,30.0,54.0,150.0,4.0,3.0,6.0,28.0,33.0
46,46.7,46.79-6,4679-6/99,4679-6/99,20.0,37.0,30.0,65.0,150.0,4.0,3.0,6.0,125.0,32.0
46,46.8,46.81-8,4681-8/01,4681-8/01,20.0,41.0,20.0,88.0,226.0,4.0,3.0,19.0,89.0,26.0
46,46.8,46.81-8,4681-8/02,4681-8/02,20.0,41.0,20.0,88.0,226.0,4.0,3.0,19.0,89.0,26.0
46,46.8,46.81-8,4681-8/03,4681-8/03,20.0,41.0,20.0,88.0,226.0,4.0,3.0,19.0,89.0,26.0
46,46.8,46.81-8,4681-8/04,4681-8/04,20.0,41.0,20.0,88.0,226.0,4.0,3.0,19.0,89.0,26.0
46,46.8,46.81-8,4681-8/05,4681-8/05,20.0,41.0,20.0,94.0,227.0,4.0,3.0,19.0,88.0,26.0
46,46.8,46.82-6,4682-6/00,4682-6/00,20.0,41.0,20.0,88.0,227.0,4.0,3.0,19.0,89.0,26.0
46,46.8,46.83-4,4683-4/00,4683-4/00,20.0,41.0,37.0,170.0,,4.0,3.0,38.0,75.0,59.0
46,46.8,46.84-2,4684-2/01,4684-2/01,20.0,41.0,44.0,,258.0,4.0,3.0,,79.0,44.0
46,46.8,46.84-2,4684-2/02,4684-2/02,20.0,41.0,44.0,95.0,258.0,4.0,3.0,,79.0,44.0
46,46.8,46.84-2,4684-2/99,4684-2/99,20.0,41.0,44.0,54.0,258.0,4.0,3.0,,31.0,59.0
46,46.8,46.85-1,4685-1/00,4685-1/00,20.0,41.0,44.0,123.0,255.0,4.0,3.0,6.0,125.0,
46,46.8,46.86-9,4686-9/01,4686-9/01,20.0,41.0,,142.0,256.0,4.0,3.0,31.0,115.0,83.0
46,46.8,46.86-9,4686-9/02,4686-9/02,20.0,41.0,,142.0,256.0,4.0,3.0,31.0,,83.0
46,46.8,46.87-7,4687-7/01,4687-7/01,20.0,41.0,68.0,143.0,256.0,4.0,3.0,31.0,115.0,83.0
46,46.8,46.87-7,4687-7/02,4687-7/02,20.0,41.0,68.0,123.0,255.0,4.0,3.0,31.0,116.0,82.0
46,46.8,46.87-7,4687-7/03,4687-7/03,20.0,41.0,68.0,143.0,255.0,4.0,3.0,31.0,116.0,82.0
46,46.8,46.89-3,4689-3/01,4689-3/01,20.0,41.0,30.0,,258.0,4.0,3.0,18.0,67.0,44.0
46,46.8,46.89-3,4689-3/02,4689-3/02,20.0,41.0,30.0,108.0,,4.0,3.0,18.0,101.0,
46,46.8,46.89-3,4689-3/99,4689-3/99,20.0,41.0,30.0,54.0,257.0,4.0,3.0,18.0,31.0,60.0
46,46.9,46.91-5,4691-5/00,4691-5/00,20.0,41.0,45.0,100.0,,4.0,3.0,38.0,112.0,60.0
46,46.9,46.92-3,4692-3/00,4692-3/00,20.0,41.0,45.0,100.0,257.0,4.0,3.0,38.0,112.0,60.0
46,46.9,46.93-1,4693-1/00,4693-1/00,20.0,41.0,45.0,100.0,257.0,4.0,3.0,38.0,112.0,60.0
47,47.1,47.11-3,4711-3/01,4711-3/01,16.0,41.0,45.0,100.0,253.0,4.0,3.0,24.0,106.0,35.0
47,47.1,47.11-3,4711-3/02,4711-3/02,16.0,41.0,45.0,100.0,253.0,4.0,3.0,24.0,106.0,35.0
47,47.1,47.12-1,4712-1/00,4712-1/00,16.0,41.0,45.0,100.0,253.0,4.0,3.0,24.0,106.0,35.0
47,47.1,47.13-0,4713-0/02,4713-0/02,16.0,41.0,45.0,161.0,,4.0,3.0,24.0,32.0,27.0
47,47.1,47.13-0,4713-0/04,4713-0/04,16.0,41.0,45.0,161.0,169.0,4.0,3.0,24.0,32.0,27.0
47,47.1,47.13-0,4713-0/05,4713-0/05,16.0,41.0,45.0,161.0,169.0,4.0,3.0,24.0,32.0,27.0
47,47.2,47.21-1,4721-1/02,4721-1/02,16.0,40.0,45.0,,301.0,4.0,3.0,24.0,118.0,119.0
47,47.2,47.21-1,4721-1/03,4721-1/03,16.0,40.0,45.0,,,4.0,3.0,24.0,,119.0
47,47.2,47.21-1,4721-1/04,4721-1/04,16.0,40.0,45.0,109.0,301.0,4.0,3.0,24.0,,119.0
47,47.2,47.22-9,4722-9/01,4722-9/01,16.0,40.0,45.0,47.0,268.0,4.0,3.0,24.0,,101.0
47,47.2,47.22-9,4722-9/02,4722-9/02,16.0,40.0,45.0,,268.0,4.0,3.0,24.0,,101.0
47,47.2,47.23-7,4723-7/00,4723-7/00,16.0,40.0,66.0,62.0,,4.0,3.0,,76.0,119.0
47,47.2,47.24-5,4724-5/00,4724-5/00,16.0,40.0,66.0,62.0,254.0,4.0,3.0,24.0,76.0,35.0
47,47.2,47.29-6,4729-6/01,4729-6/01,16.0,40.0,45.0,32.0,,4.0,3.0,24.0,,120.0
47,47.2,47.29-6,4729-6/02,4729-6/02,16.0,40.0,45.0,,254.0,4.0,3.0,24.0,,120.0
47,47.2,47.29-6,4729-6/99,4729-6/99,16.0,40.0,45.0,54.0,254.0,4.0,3.0,24.0,31.0,119.0
47,47.3,47.31-8,4731-8/00,4731-8/00,16.0,,21.0,88.0,227.0,4.0,3.0,20.0,89.0,26.0
47,47.3,47.32-6,4732-6/00,4732-6/00,16.0,,21.0,94.0,227.0,4.0,3.0,20.0,88.0,26.0
47,47.4,47.41-5,4741-5/00,4741-5/00,16.0,37.0,,,98.0,4.0,3.0,58.0,126.0,33.0
47,47.4,47.42-3,4742-3/00,4742-3/00,16.0,37.0,76.0,110.0,,4.0,3.0,,100.0,
47,47.4,47.43-1,4743-1/00,4743-1/00,16.0,37.0,,124.0,98.0,4.0,3.0,,138.0,
47,47.4,47.44-0,4744-0/01,4744-0/01,16.0,37.0,76.0,109.0,125.0,4.0,3.0,58.0,153.0,9.0
47,47.4,47.44-0,4744-0/02,4744-0/02,16.0,37.0,76.0,213.0,125.0,4.0,3.0,58.0,,10.0
47,47.4,47.44-0,4744-0/03,4744-0/03,16.0,37.0,76.0,110.0,125.0,4.0,3.0,58.0,,9.0
47,47.4,47.44-0,4744-0/04,4744-0/04,16.0,37.0,76.0,124.0,125.0,4.0,3.0,58.0,130.0,10.0
47,47.4,47.44-0,4744-0/05,4744-0/05,16.0,37.0,76.0,54.0,125.0,4.0,3.0,58.0,28.0,9.0
47,47.4,47.44-0,4744-0/06,4744-0/06,16.0,37.0,76.0,124.0,125.0,4.0,3.0,58.0,138.0,10.0
47,47.4,47.44-0,4744-0/99,4744-0/99,16.0,37.0,76.0,65.0,125.0,4.0,3.0,58.0,,10.0
47,47.5,47.51-2,4751-2/01,4751-2/01,16.0,33.0,57.0,22.0,223.0,4.0,3.0,29.0,107.0,97.0
47,47.5,47.51-2,4751-2/02,4751-2/02,16.0,33.0,57.0,177.0,223.0,4.0,3.0,29.0,,97.0
47,47.5,47.52-1,4752-1/00,4752-1/00,16.0,33.0,57.0,22.0,223.0,4.0,3.0,29.0,107.0,97.0
47,47.5,47.53-9,4753-9/00,4753-9/00,16.0,33.0,57.0,22.0,223.0,4.0,3.0,39.0,107.0,97.0
47,47.5,47.54-7,4754-7/01,4754-7/01,16.0,33.0,77.0,213.0,206.0,4.0,3.0,59.0,186.0,98.0
47,47.5,47.54-7,4754-7/02,4754-7/02,16.0,33.0,77.0,214.0,206.0,4.0,3.0,59.0,180.0,98.0
47,47.5,47.54-7,4754-7/03,4754-7/03,16.0,33.0,77.0,144.0,206.0,4.0,3.0,59.0,153.0,98.0
47,47.5,47.55-5,4755-5/01,4755-5/01,16.0,33.0,77.0,109.0,207.0,4.0,3.0,58.0,186.0,98.0
47,47.5,47.55-5,4755-5/02,4755-5/02,16.0,33.0,77.0,213.0,207.0,4.0,3.0,58.0,180.0,98.0
47,47.5,47.55-5,4755-5/03,4755-5/03,16.0,33.0,77.0,214.0,207.0,4.0,3.0,58.0,180.0,98.0
47,47.5,47.56-3,4756-3/00,4756-3/00,16.0,33.0,57.0,22.0,223.0,4.0,3.0,39.0,,97.0
47,47.5,47.57-1,4757-1/00,4757-1/00,16.0,33.0,57.0,22.0,223.0,4.0,3.0,29.0,107.0,97.0
47,47.5,47.59-8,4759-8/01,4759-8/01,16.0,33.0,30.0,185.0,207.0,4.0,3.0,18.0,,98.0
47,47.5,47.59-8,4759-8/99,4759-8/99,16.0,33.0,30.0,54.0,,4.0,3.0,18.0,28.0,98.0
47,47.6,47.61-0,4761-0/01,4761-0/01,16.0,40.0,,160.0,208.0,4.0,3.0,58.0,127.0,15.0
47,47.6,47.61-0,4761-0/02,4761-0/02,16.0,40.0,,160.0,208.0,4.0,3.0,58.0,127.0,15.0
47,47.6,47.61-0,4761-0/03,4761-0/03,16.0,40.0,,160.0,208.0,4.0,3.0,58.0,172.0,15.0
47,47.6,47.62-8,4762-8/00,4762-8/00,16.0,40.0,,82.0,224.0,4.0,3.0,39.0,135.0,15.0
47,47.6,47.63-6,4763-6/01,4763-6/01,16.0,40.0,93.0,171.0,224.0,4.0,3.0,59.0,172.0,16.0
47,47.6,47.63-6,4763-6/02,4763-6/02,16.0,40.0,93.0,171.0,224.0,4.0,3.0,59.0,172.0,16.0
47,47.6,47.63-6,4763-6/03,4763-6/03,16.0,40.0,93.0,6.0,,4.0,3.0,59.0,7.0,16.0
47,47.6,47.63-6,4763-6/04,4763-6/04,16.0,40.0,93.0,171.0,225.0,4.0,3.0,59.0,172.0,16.0
47,47.6,47.63-6,4763-6/05,4763-6/05,16.0,40.0,93.0,,225.0,4.0,3.0,59.0,7.0,16.0
47,47.7,47.71-7,4771-7/01,4771-7/01,16.0,40.0,10.0,81.0,184.0,4.0,3.0,13.0,78.0,76.0
47,47.7,47.71-7,4771-7/02,4771-7/02,16.0,40.0,10.0,81.0,184.0,4.0,3.0,13.0,78.0,76.0
47,47.7,47.71-7,4771-7/03,4771-7/03,16.0,40.0,10.0,81.0,184.0,4.0,3.0,13.0,78.0,76.0
47,47.7,47.71-7,4771-7/04,4771-7/04,16.0,40.0,10.0,81.0,184.0,4.0,3.0,13.0,77.0,57.0
47,47.7,47.72-5,4772-5/00,4772-5/00,16.0,40.0,10.0,76.0,168.0,4.0,3.0,,66.0,77.0
47,47.7,47.73-3,4773-3/00,4773-3/00,16.0,40.0,,,168.0,4.0,3.0,59.0,,76.0
47,47.7,47.74-1,4774-1/00,4774-1/00,16.0,40.0,94.0,144.0,168.0,4.0,3.0,59.0,181.0,77.0
47,47.8,47.81-4,4781-4/00,4781-4/00,16.0,41.0,93.0,171.0,,4.0,3.0,59.0,127.0,96.0
47,47.8,47.82-2,4782-2/01,4782-2/01,16.0,41.0,93.0,109.0,250.0,4.0,3.0,59.0,,96.0
47,47.8,47.82-2,4782-2/02,4782-2/02,16.0,41.0,93.0,171.0,250.0,4.0,3.0,59.0,172.0,
47,47.8,47.83-1,4783-1/01,4783-1/01,16.0,41.0,94.0,206.0,,4.0,3.0,59.0,181.0,137.0
47,47.8,47.83-1,4783-1/02,4783-1/02,16.0,41.0,94.0,206.0,278.0,4.0,3.0,59.0,181.0,137.0
47,47.8,47.84-9,4784-9/00,4784-9/00,16.0,41.0,20.0,88.0,227.0,4.0,3.0,19.0,89.0,26.0
47,47.8,47.85-7,4785-7/01,4785-7/01,16.0,41.0,93.0,206.0,278.0,4.0,3.0,59.0,181.0,136.0
47,47.8,47.85-7,4785-7/99,4785-7/99,16.0,41.0,93.0,,294.0,4.0,3.0,59.0,,137.0
47,47.8,47.89-0,4789-0/01,4789-0/01,16.0,41.0,30.0,206.0,295.0,4.0,3.0,18.0,181.0,136.0
47,47.8,47.89-0,4789-0/02,4789-0/02,16.0,41.0,30.0,62.0,221.0,4.0,3.0,18.0,,136.0
47,47.8,47.89-0,4789-0/03,4789-0/03,16.0,41.0,30.0,,295.0,4.0,3.0,18.0,181.0,136.0
47,47.8,47.89-0,4789-0/04,4789-0/04,16.0,41.0,30.0,47.0,221.0,4.0,3.0,18.0,,
47,47.8,47.89-0,4789-0/05,4789-0/05,16.0,41.0,30.0,81.0,,4.0,3.0,18.0,66.0,
47,47.8,47.89-0,4789-0/06,4789-0/06,16.0,41.0,30.0,171.0,295.0,4.0,3.0,18.0,172.0,
47,47.8,47.89-0,4789-0/07,4789-0/07,16.0,41.0,30.0,22.0,294.0,4.0,3.0,18.0,107.0,
47,47.8,47.89-0,4789-0/08,4789-0/08,16.0,41.0,30.0,144.0,295.0,4.0,3.0,18.0,,115.0
47,47.8,47.89-0,4789-0/09,4789-0/09,16.0,41.0,30.0,171.0,,4.0,3.0,18.0,172.0,115.0
47,47.8,47.89-0,4789-0/99,4789-0/99,16.0,41.0,30.0,54.0,295.0,4.0,3.0,18.0,28.0,137.0
49,49.1,49.11-6,4911-6/00,4911-6/00,7.0,,35.0,,,0.0,29.0,9.0,90.0,
49,49.1,49.12-4,4912-4/01,4912-4/01,7.0,,35.0,45.0,185.0,0.0,29.0,9.0,92.0,
49,49.1,49.12-4,4912-4/02,4912-4/02,7.0,,35.0,34.0,185.0,0.0,29.0,9.0,92.0,71.0
49,49.1,49.12-4,4912-4/03,4912-4/03,7.0,,35.0,34.0,185.0,0.0,29.0,9.0,90.0,71.0
49,49.2,49.21-3,4921-3/01,4921-3/01,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,93.0,273.0
49,49.2,49.21-3,4921-3/02,4921-3/02,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,93.0,
49,49.2,49.22-1,4922-1/01,4922-1/01,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,93.0,273.0
49,49.2,49.22-1,4922-1/02,4922-1/02,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,93.0,
49,49.2,49.22-1,4922-1/03,4922-1/03,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,,
49,49.2,49.23-0,4923-0/01,4923-0/01,7.0,28.0,35.0,71.0,,0.0,29.0,9.0,,
49,49.2,49.23-0,4923-0/02,4923-0/02,7.0,28.0,35.0,74.0,,0.0,29.0,9.0,121.0,
49,49.2,49.24-8,4924-8/00,4924-8/00,7.0,28.0,35.0,31.0,186.0,0.0,29.0,9.0,80.0,
49,49.2,49.29-9,4929-9/01,4929-9/01,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,93.0,
49,49.2,49.29-9,4929-9/02,4929-9/02,7.0,28.0,35.0,45.0,170.0,0.0,29.0,9.0,50.0,273.0
49,49.2,49.29-9,4929-9/03,4929-9/03,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,50.0,
49,49.2,49.29-9,4929-9/04,4929-9/04,7.0,28.0,35.0,46.0,170.0,0.0,29.0,9.0,50.0,274.0
49,49.2,49.29-9,4929-9/99,4929-9/99,7.0,28.0,35.0,277.0,,0.0,29.0,9.0,300.0,
49,49.3,49.30-2,4930-2/01,4930-2/01,7.0,29.0,35.0,50.0,186.0,0.0,30.0,9.0,91.0,126.0
49,49.3,49.30-2,4930-2/02,4930-2/02,7.0,29.0,35.0,50.0,,0.0,30.0,9.0,72.0,126.0
49,49.3,49.30-2,4930-2/03,4930-2/03,7.0,29.0,35.0,,186.0,0.0,30.0,9.0,91.0,126.0
49,49.3,49.30-2,4930-2/04,4930-2/04,7.0,29.0,35.0,59.0,186.0,0.0,30.0,9.0,91.0,126.0
49,49.4,49.40-0,4940-0/00,4940-0/00,7.0,28.0,35.0,58.0,186.0,0.0,29.0,9.0,90.0,126.0
49,49.5,49.50-7,4950-7/00,4950-7/00,7.0,3.0,,,,0.0,,,17.0,274.0
50,50.1,50.11-4,5011-4/01,5011-4/01,7.0,13.0,35.0,57.0,,0.0,20.0,9.0,81.0,
50,50.1,50.11-4,5011-4/02,5011-4/02,7.0,13.0,35.0,35.0,151.0,0.0,20.0,9.0,60.0,171.0
50,50.1,50.12-2,5012-2/01,5012-2/01,7.0,13.0,35.0,57.0,151.0,0.0,20.0,9.0,81.0,171.0
50,50.1,50.12-2,5012-2/02,5012-2/02,7.0,13.0,35.0,35.0,151.0,0.0,20.0,9.0,60.0,171.0
50,50.2,50.21-1,5021-1/01,5021-1/01,7.0,13.0,35.0,52.0,152.0,0.0,20.0,9.0,73.0,172.0
50,50.2,50.21-1,5021-1/02,5021-1/02,7.0,13.0,35.0,52.0,151.0,0.0,20.0,9.0,73.0,107.0
50,50.2,50.22-0,5022-0/01,5022-0/01,7.0,13.0,35.0,53.0,152.0,0.0,20.0,9.0,72.0,172.0
50,50.2,50.22-0,5022-0/02,5022-0/02,7.0,13.0,35.0,53.0,152.0,0.0,20.0,9.0,73.0,
50,50.3,50.30-1,5030-1/01,5030-1/01,7.0,,,104.0,102.0,0.0,,9.0,250.0,91.0
50,50.3,50.30-1,5030-1/02,5030-1/02,7.0,,,104.0,,0.0,,9.0,250.0,91.0
50,50.3,50.30-1,5030-1/03,5030-1/03,7.0,,,71.0,102.0,0.0,,9.0,137.0,
50,50.9,50.91-2,5091-2/01,5091-2/01,7.0,7.0,35.0,51.0,102.0,0.0,20.0,9.0,73.0,172.0
50,50.9,50.91-2,5091-2/02,5091-2/02,7.0,7.0,35.0,51.0,,0.0,20.0,9.0,73.0,107.0
50,50.9,50.99-8,5099-8/01,5099-8/01,7.0,7.0,27.0,,,0.0,20.0,9.0,73.0,
50,50.9,50.99-8,5099-8/99,5099-8/99,7.0,7.0,27.0,277.0,,0.0,20.0,9.0,300.0,107.0
51,51.1,51.11-1,5111-1/00,5111-1/00,7.0,13.0,35.0,,67.0,0.0,30.0,9.0,,54.0
51,51.1,51.12-9,5112-9/01,5112-9/01,7.0,13.0,35.0,74.0,67.0,0.0,30.0,9.0,121.0,54.0
51,51.1,51.12-9,5112-9/99,5112-9/99,7.0,13.0,35.0,,67.0,0.0,30.0,9.0,300.0,54.0
51,51.2,51.20-0,5120-0/00,5120-0/00,7.0,13.0,35.0,58.0,68.0,0.0,30.0,9.0,81.0,54.0
51,51.3,51.30-7,5130-7/00,5130-7/00,7.0,13.0,35.0,31.0,68.0,0.0,30.0,9.0,80.0,54.0
52,52.1,52.11-7,5211-7/01,5211-7/01,2.0,29.0,16.0,99.0,127.0,,22.0,,141.0,151.0
52,52.1,52.11-7,5211-7/02,5211-7/02,2.0,29.0,16.0,,127.0,,22.0,,34.0,151.0
52,52.1,52.11-7,5211-7/99,5211-7/99,2.0,29.0,16.0,,127.0,,22.0,,,151.0
52,52.1,52.12-5,5212-5/00,5212-5/00,2.0,29.0,35.0,59.0,128.0,,22.0,9.0,81.0,152.0
52,52.2,52.21-4,5221-4/00,5221-4/00,2.0,5.0,26.0,17.0,103.0,,21.0,50.0,190.0,
52,52.2,52.22-2,5222-2/00,5222-2/00,2.0,5.0,26.0,17.0,128.0,,21.0,9.0,,125.0
52,52.2,52.23-1,5223-1/00,5223-1/00,2.0,5.0,16.0,91.0,128.0,,21.0,10.0,137.0,125.0
52,52.2,52.29-0,5229-0/01,5229-0/01,2.0,5.0,27.0,71.0,103.0,,21.0,56.0,,90.0
52,52.2,52.29-0,5229-0/02,5229-0/02,2.0,5.0,27.0,91.0,103.0,,21.0,56.0,,125.0
52,52.2,52.29-0,5229-0/99,5229-0/99,2.0,5.0,27.0,277.0,103.0,,21.0,56.0,300.0,125.0
52,52.3,52.31-1,5231-1/01,5231-1/01,2.0,7.0,23.0,103.0,171.0,,21.0,,279.0,70.0
52,52.3,52.31-1,5231-1/02,5231-1/02,2.0,7.0,23.0,97.0,126.0,,21.0,,294.0,70.0
52,52.3,52.31-1,5231-1/03,5231-1/03,2.0,7.0,23.0,103.0,171.0,,21.0,,279.0,70.0
52,52.3,52.32-0,5232-0/00,5232-0/00,2.0,7.0,34.0,97.0,,,21.0,56.0,294.0,70.0
52,52.3,52.39-7,5239-7/01,5239-7/01,2.0,7.0,27.0,157.0,172.0,,21.0,56.0,221.0,70.0
52,52.3,52.39-7,5239-7/99,5239-7/99,2.0,7.0,27.0,277.0,172.0,,21.0,56.0,300.0,70.0
52,52.4,52.40-1,5240-1/01,5240-1/01,2.0,5.0,,,126.0,,21.0,56.0,,90.0
52,52.4,52.40-1,5240-1/99,5240-1/99,2.0,5.0,,139.0,103.0,,21.0,56.0,,90.0
52,52.5,52.50-8,5250-8/01,5250-8/01,2.0,7.0,34.0,105.0,104.0,,22.0,56.0,,152.0
52,52.5,52.50-8,5250-8/02,5250-8/02,2.0,7.0,34.0,105.0,104.0,,22.0,56.0,301.0,152.0
52,52.5,52.50-8,5250-8/03,5250-8/03,2.0,7.0,34.0,,104.0,,22.0,56.0,,70.0
52,52.5,52.50-8,5250-8/04,5250-8/04,2.0,7.0,34.0,56.0,104.0,,22.0,56.0,,
52,52.5,52.50-8,5250-8/05,5250-8/05,2.0,7.0,34.0,56.0,104.0,,22.0,56.0,,152.0
53,53.1,53.10-5,5310-5/01,5310-5/01,2.0,63.0,153.0,114.0,69.0,17.0,53.0,104.0,235.0,41.0
53,53.1,53.10-5,5310-5/02,5310-5/02,2.0,63.0,153.0,114.0,69.0,17.0,53.0,104.0,235.0,41.0
53,53.2,53.20-2,5320-2/01,5320-2/01,2.0,63.0,153.0,114.0,69.0,17.0,53.0,104.0,235.0,41.0
53,53.2,53.20-2,5320-2/02,5320-2/02,2.0,63.0,153.0,71.0,69.0,17.0,53.0,104.0,309.0,41.0
55,55.1,55.10-8,5510-8/01,5510-8/01,0.0,8.0,130.0,75.0,66.0,3.0,52.0,84.0,189.0,200.0
55,55.1,55.10-8,5510-8/02,5510-8/02,0.0,8.0,130.0,75.0,66.0,3.0,52.0,84.0,189.0,200.0
55,55.1,55.10-8,5510-8/03,5510-8/03,0.0,8.0,130.0,75.0,66.0,3.0,52.0,84.0,189.0,200.0
55,55.9,55.90-6,5590-6/01,5590-6/01,0.0,4.0,51.0,132.0,65.0,3.0,52.0,85.0,194.0,200.0
55,55.9,55.90-6,5590-6/02,5590-6/02,0.0,4.0,51.0,75.0,66.0,3.0,52.0,85.0,189.0,200.0
55,55.9,55.90-6,5590-6/03,5590-6/03,0.0,4.0,51.0,132.0,65.0,3.0,52.0,85.0,194.0,200.0
55,55.9,55.90-6,5590-6/99,5590-6/99,0.0,4.0,51.0,278.0,66.0,3.0,52.0,85.0,280.0,200.0
56,56.1,56.11-2,5611-2/01,5611-2/01,1.0,8.0,1.0,251.0,99.0,8.0,52.0,,143.0,17.0
56,56.1,56.11-2,5611-2/03,5611-2/03,1.0,8.0,1.0,251.0,99.0,8.0,52.0,,143.0,19.0
56,56.1,56.11-2,5611-2/04,5611-2/04,1.0,8.0,1.0,251.0,99.0,8.0,52.0,,143.0,19.0
56,56.1,56.11-2,5611-2/05,5611-2/05,1.0,8.0,1.0,251.0,99.0,8.0,52.0,,143.0,20.0
56,56.1,56.12-1,5612-1/00,5612-1/00,1.0,8.0,168.0,,100.0,8.0,52.0,148.0,164.0,17.0
56,56.2,56.20-1,5620-1/01,5620-1/01,1.0,8.0,1.0,61.0,100.0,8.0,52.0,146.0,8.0,20.0
56,56.2,56.20-1,5620-1/02,5620-1/02,1.0,8.0,1.0,251.0,100.0,8.0,52.0,146.0,,19.0
56,56.2,56.20-1,5620-1/03,5620-1/03,1.0,8.0,1.0,251.0,100.0,8.0,52.0,146.0,143.0,
56,56.2,56.20-1,5620-1/04,5620-1/04,1.0,8.0,1.0,61.0,100.0,8.0,52.0,146.0,8.0,19.0
58,58.1,58.11-5,5811-5/00,5811-5/00,4.0,73.0,3.0,41.0,62.0,2.0,,75.0,62.0,133.0
58,58.1,58.12-3,5812-3/01,5812-3/01,4.0,73.0,3.0,41.0,61.0,2.0,,75.0,62.0,133.0
58,58.1,58.12-3,5812-3/02,5812-3/02,4.0,73.0,3.0,41.0,62.0,2.0,,75.0,61.0,133.0
58,58.1,58.13-1,5813-1/00,5813-1/00,4.0,73.0,3.0,41.0,62.0,2.0,,75.0,62.0,133.0
58,58.1,58.19-1,5819-1/00,5819-1/00,4.0,73.0,,41.0,62.0,2.0,,75.0,62.0,133.0
58,58.2,58.21-2,5821-2/00,5821-2/00,4.0,73.0,4.0,41.0,,2.0,51.0,75.0,62.0,133.0
58,58.2,58.22-1,5822-1/01,5822-1/01,4.0,73.0,4.0,41.0,,2.0,51.0,75.0,62.0,133.0
58,58.2,58.22-1,5822-1/02,5822-1/02,4.0,73.0,4.0,41.0,61.0,2.0,51.0,75.0,62.0,133.0
58,58.2,58.23-9,5823-9/00,5823-9/00,4.0,73.0,3.0,41.0,62.0,2.0,51.0,75.0,62.0,
58,58.2,58.29-8,5829-8/00,5829-8/00,4.0,73.0,4.0,41.0,62.0,2.0,51.0,75.0,62.0,
59,59.1,59.11-1,5911-1/01,5911-1/01,15.0,72.0,164.0,286.0,142.0,18.0,66.0,40.0,,178.0
59,59.1,59.11-1,5911-1/02,5911-1/02,15.0,72.0,164.0,287.0,142.0,18.0,66.0,40.0,152.0,178.0
59,59.1,59.11-1,5911-1/99,5911-1/99,15.0,72.0,164.0,223.0,142.0,18.0,66.0,40.0,252.0,178.0
59,59.1,59.12-0,5912-0/01,5912-0/01,15.0,72.0,164.0,,142.0,18.0,66.0,40.0,228.0,156.0
59,59.1,59.12-0,5912-0/02,5912-0/02,15.0,72.0,164.0,266.0,142.0,18.0,66.0,40.0,,156.0
59,59.1,59.12-0,5912-0/99,5912-0/99,15.0,72.0,164.0,224.0,142.0,18.0,66.0,40.0,252.0,179.0
59,59.1,59.13-8,5913-8/00,5913-8/00,15.0,72.0,163.0,223.0,142.0,18.0,66.0,40.0,253.0,
59,59.1,59.14-6,5914-6/00,5914-6/00,15.0,72.0,164.0,286.0,142.0,18.0,66.0,40.0,252.0,179.0
59,59.2,59.20-1,5920-1/00,5920-1/00,15.0,73.0,163.0,266.0,142.0,18.0,66.0,40.0,237.0,
60,60.1,60.10-1,6010-1/00,6010-1/00,15.0,69.0,,158.0,141.0,18.0,58.0,40.0,,94.0
60,60.2,60.21-7,6021-7/00,6021-7/00,15.0,69.0,,,141.0,18.0,58.0,40.0,,94.0
60,60.2,60.22-5,6022-5/01,6022-5/01,15.0,69.0,163.0,203.0,141.0,18.0,58.0,54.0,39.0,94.0
60,60.2,60.22-5,6022-5/02,6022-5/02,15.0,69.0,163.0,,141.0,18.0,58.0,54.0,253.0,94.0
61,61.1,61.10-8,6110-8/01,6110-8/01,,19.0,155.0,191.0,143.0,18.0,5.0,46.0,264.0,197.0
61,61.1,61.10-8,6110-8/02,6110-8/02,,19.0,155.0,191.0,143.0,18.0,5.0,46.0,264.0,157.0
