TIPO_CLUSTER,CNAE,CNAE_ESPELHO,SCORE
ADA-002_FULL,210109,210102,0.20116260444481157
ADA-002_FULL,210199,210199,0.0
ADA-002_FULL,210199,220999,0.24715521058458836
ADA-002_FULL,220901,220901,0.0
ADA-002_FULL,220901,210107,0.19468263039675626
ADA-002_FULL,220901,220902,0.2822411996440041
ADA-002_FULL,220901,220906,0.28252790956233886
ADA-002_FULL,220901,220999,0.2922267222772013
ADA-002_FULL,220902,220902,0.0
ADA-002_FULL,220902,210108,0.19855571990320353
ADA-002_FULL,220902,220901,0.2822411996440041
ADA-002_FULL,220902,220906,0.29333623270152637
ADA-002_FULL,220903,220903,0.0
ADA-002_FULL,220903,220905,0.2754777447578183
ADA-002_FULL,220904,220904,0.0
ADA-002_FULL,220904,220905,0.28834544694437786
ADA-002_FULL,220905,220905,0.0
ADA-002_FULL,220905,220903,0.2754777447578183
ADA-002_FULL,220905,220904,0.28834544694437786
ADA-002_FULL,220905,220999,0.29315376080016564
ADA-002_FULL,220906,220906,0.0
ADA-002_FULL,220906,220901,0.28252790956233886
ADA-002_FULL,220906,220902,0.29333623270152637
ADA-002_FULL,220999,220999,0.0
ADA-002_FULL,220999,210199,0.24715521058458836
ADA-002_FULL,220999,220901,0.2922267222772013
ADA-002_FULL,220999,220905,0.29315376080016564
ADA-002_FULL,230600,230600,0.0
ADA-002_FULL,311601,311601,0.0
ADA-002_FULL,311601,311602,0.1946215700116604
ADA-002_FULL,311601,312401,0.19644319935781607
ADA-002_FULL,311601,311604,0.22143746210976903
ADA-002_FULL,311601,321301,0.2619057187786302
ADA-002_FULL,311601,311603,0.2808794471995531
ADA-002_FULL,311601,312402,0.2814792525401915
ADA-002_FULL,311601,321304,0.2844144477322917
ADA-002_FULL,311601,321305,0.2925089505889107
